19:39:01.972675 IP 10.0.0.5.49750 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2022989647, win 29200, options [mss 1460,sackOK,TS val 20875896 ecr 0,nop,wscale 7], length 0
19:54:31.921451 IP 10.0.0.5.37872 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1241378398, win 29200, options [mss 1460,sackOK,TS val 21108383 ecr 0,nop,wscale 7], length 0
19:54:32.105504 IP 10.0.0.5.37873 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1423000921, win 29200, options [mss 1460,sackOK,TS val 21108429 ecr 0,nop,wscale 7], length 0
19:54:32.243868 IP 10.0.0.5.37874 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1264989227, win 29200, options [mss 1460,sackOK,TS val 21108464 ecr 0,nop,wscale 7], length 0
19:54:32.383331 IP 10.0.0.5.37875 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2045576141, win 29200, options [mss 1460,sackOK,TS val 21108499 ecr 0,nop,wscale 7], length 0
19:54:32.566856 IP 10.0.0.5.37876 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3113624252, win 29200, options [mss 1460,sackOK,TS val 21108544 ecr 0,nop,wscale 7], length 0
19:54:32.709968 IP 10.0.0.5.37877 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2924242618, win 29200, options [mss 1460,sackOK,TS val 21108580 ecr 0,nop,wscale 7], length 0
19:54:32.851762 IP 10.0.0.5.37878 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3361720337, win 29200, options [mss 1460,sackOK,TS val 21108616 ecr 0,nop,wscale 7], length 0
19:54:33.005294 IP 10.0.0.5.37879 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2672992436, win 29200, options [mss 1460,sackOK,TS val 21108654 ecr 0,nop,wscale 7], length 0
19:54:33.157652 IP 10.0.0.5.37880 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2037271338, win 29200, options [mss 1460,sackOK,TS val 21108692 ecr 0,nop,wscale 7], length 0
19:54:33.296044 IP 10.0.0.5.37881 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3889468725, win 29200, options [mss 1460,sackOK,TS val 21108727 ecr 0,nop,wscale 7], length 0
19:54:33.438485 IP 10.0.0.5.37882 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1542317106, win 29200, options [mss 1460,sackOK,TS val 21108762 ecr 0,nop,wscale 7], length 0
19:54:33.577701 IP 10.0.0.5.37883 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1694436156, win 29200, options [mss 1460,sackOK,TS val 21108797 ecr 0,nop,wscale 7], length 0
19:54:33.730458 IP 10.0.0.5.37884 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3011970787, win 29200, options [mss 1460,sackOK,TS val 21108835 ecr 0,nop,wscale 7], length 0
19:54:33.870793 IP 10.0.0.5.37885 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 92153899, win 29200, options [mss 1460,sackOK,TS val 21108870 ecr 0,nop,wscale 7], length 0
19:54:34.023247 IP 10.0.0.5.37886 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2325306505, win 29200, options [mss 1460,sackOK,TS val 21108909 ecr 0,nop,wscale 7], length 0
19:54:34.166337 IP 10.0.0.5.37887 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1617967286, win 29200, options [mss 1460,sackOK,TS val 21108944 ecr 0,nop,wscale 7], length 0
19:54:34.334795 IP 10.0.0.5.37888 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 826321068, win 29200, options [mss 1460,sackOK,TS val 21108986 ecr 0,nop,wscale 7], length 0
19:54:34.474142 IP 10.0.0.5.37889 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3413045176, win 29200, options [mss 1460,sackOK,TS val 21109021 ecr 0,nop,wscale 7], length 0
19:54:34.612813 IP 10.0.0.5.37890 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 395929101, win 29200, options [mss 1460,sackOK,TS val 21109056 ecr 0,nop,wscale 7], length 0
19:54:34.755376 IP 10.0.0.5.37891 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2989086026, win 29200, options [mss 1460,sackOK,TS val 21109092 ecr 0,nop,wscale 7], length 0
19:54:34.908297 IP 10.0.0.5.37892 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2140601054, win 29200, options [mss 1460,sackOK,TS val 21109130 ecr 0,nop,wscale 7], length 0
19:54:35.047460 IP 10.0.0.5.37893 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3908864160, win 29200, options [mss 1460,sackOK,TS val 21109165 ecr 0,nop,wscale 7], length 0
19:54:35.199810 IP 10.0.0.5.37894 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3079403251, win 29200, options [mss 1460,sackOK,TS val 21109203 ecr 0,nop,wscale 7], length 0
19:54:35.352561 IP 10.0.0.5.37895 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 688841612, win 29200, options [mss 1460,sackOK,TS val 21109241 ecr 0,nop,wscale 7], length 0
19:54:35.494921 IP 10.0.0.5.37896 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 382634914, win 29200, options [mss 1460,sackOK,TS val 21109277 ecr 0,nop,wscale 7], length 0
19:54:35.633908 IP 10.0.0.5.37897 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2966983466, win 29200, options [mss 1460,sackOK,TS val 21109311 ecr 0,nop,wscale 7], length 0
19:54:35.772294 IP 10.0.0.5.37898 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1278673162, win 29200, options [mss 1460,sackOK,TS val 21109346 ecr 0,nop,wscale 7], length 0
19:54:35.910465 IP 10.0.0.5.37899 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 636753438, win 29200, options [mss 1460,sackOK,TS val 21109380 ecr 0,nop,wscale 7], length 0
19:54:36.049388 IP 10.0.0.5.37900 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 952491353, win 29200, options [mss 1460,sackOK,TS val 21109415 ecr 0,nop,wscale 7], length 0
19:54:36.191155 IP 10.0.0.5.37901 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2364006695, win 29200, options [mss 1460,sackOK,TS val 21109451 ecr 0,nop,wscale 7], length 0
19:54:36.332043 IP 10.0.0.5.37902 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1055128052, win 29200, options [mss 1460,sackOK,TS val 21109486 ecr 0,nop,wscale 7], length 0
19:54:36.484730 IP 10.0.0.5.37903 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 189174723, win 29200, options [mss 1460,sackOK,TS val 21109524 ecr 0,nop,wscale 7], length 0
19:54:36.624169 IP 10.0.0.5.37904 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2254725543, win 29200, options [mss 1460,sackOK,TS val 21109559 ecr 0,nop,wscale 7], length 0
19:54:36.776957 IP 10.0.0.5.37905 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2912612378, win 29200, options [mss 1460,sackOK,TS val 21109597 ecr 0,nop,wscale 7], length 0
19:54:36.918443 IP 10.0.0.5.37906 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2455046961, win 29200, options [mss 1460,sackOK,TS val 21109632 ecr 0,nop,wscale 7], length 0
19:54:37.086801 IP 10.0.0.5.37907 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 639967380, win 29200, options [mss 1460,sackOK,TS val 21109674 ecr 0,nop,wscale 7], length 0
19:54:37.225310 IP 10.0.0.5.37908 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3542903057, win 29200, options [mss 1460,sackOK,TS val 21109709 ecr 0,nop,wscale 7], length 0
19:54:37.363387 IP 10.0.0.5.37909 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3263518980, win 29200, options [mss 1460,sackOK,TS val 21109744 ecr 0,nop,wscale 7], length 0
19:54:37.502194 IP 10.0.0.5.37910 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3171959625, win 29200, options [mss 1460,sackOK,TS val 21109778 ecr 0,nop,wscale 7], length 0
19:54:37.659571 IP 10.0.0.5.37912 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3256935069, win 29200, options [mss 1460,sackOK,TS val 21109818 ecr 0,nop,wscale 7], length 0
19:54:37.797815 IP 10.0.0.5.37913 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3812235706, win 29200, options [mss 1460,sackOK,TS val 21109852 ecr 0,nop,wscale 7], length 0
19:54:37.937046 IP 10.0.0.5.37914 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 451393488, win 29200, options [mss 1460,sackOK,TS val 21109887 ecr 0,nop,wscale 7], length 0
19:54:38.078253 IP 10.0.0.5.37915 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2712854115, win 29200, options [mss 1460,sackOK,TS val 21109922 ecr 0,nop,wscale 7], length 0
19:54:38.247423 IP 10.0.0.5.37916 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3546781659, win 29200, options [mss 1460,sackOK,TS val 21109965 ecr 0,nop,wscale 7], length 0
19:54:38.392562 IP 10.0.0.5.37918 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2653401227, win 29200, options [mss 1460,sackOK,TS val 21110001 ecr 0,nop,wscale 7], length 0
19:54:38.418876 IP 10.0.0.5.50964 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 1899718392, win 29200, options [mss 1460,sackOK,TS val 21110007 ecr 0,nop,wscale 7], length 0
19:54:38.431352 IP 10.0.0.5.50965 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 3707307865, win 29200, options [mss 1460,sackOK,TS val 21110011 ecr 0,nop,wscale 7], length 0
19:54:38.444680 IP 10.0.0.5.50966 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 2970488404, win 29200, options [mss 1460,sackOK,TS val 21110014 ecr 0,nop,wscale 7], length 0
19:54:38.532123 IP 10.0.0.5.37922 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2095445232, win 29200, options [mss 1460,sackOK,TS val 21110036 ecr 0,nop,wscale 7], length 0
19:54:38.671085 IP 10.0.0.5.37924 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3246651760, win 29200, options [mss 1460,sackOK,TS val 21110071 ecr 0,nop,wscale 7], length 0
19:54:38.840573 IP 10.0.0.5.37926 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4759948, win 29200, options [mss 1460,sackOK,TS val 21110113 ecr 0,nop,wscale 7], length 0
19:54:38.980187 IP 10.0.0.5.37927 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 622777192, win 29200, options [mss 1460,sackOK,TS val 21110148 ecr 0,nop,wscale 7], length 0
19:54:39.123583 IP 10.0.0.5.37928 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 27217222, win 29200, options [mss 1460,sackOK,TS val 21110184 ecr 0,nop,wscale 7], length 0
19:54:39.263333 IP 10.0.0.5.37930 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 517253737, win 29200, options [mss 1460,sackOK,TS val 21110219 ecr 0,nop,wscale 7], length 0
19:54:39.417385 IP 10.0.0.5.37932 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 643446392, win 29200, options [mss 1460,sackOK,TS val 21110257 ecr 0,nop,wscale 7], length 0
19:54:39.571520 IP 10.0.0.5.37933 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3105961446, win 29200, options [mss 1460,sackOK,TS val 21110296 ecr 0,nop,wscale 7], length 0
19:54:39.755219 IP 10.0.0.5.37934 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4190198679, win 29200, options [mss 1460,sackOK,TS val 21110342 ecr 0,nop,wscale 7], length 0
19:54:39.908593 IP 10.0.0.5.37935 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3464629253, win 29200, options [mss 1460,sackOK,TS val 21110380 ecr 0,nop,wscale 7], length 0
19:54:40.070023 IP 10.0.0.5.37936 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3111061379, win 29200, options [mss 1460,sackOK,TS val 21110420 ecr 0,nop,wscale 7], length 0
19:54:40.221446 IP 10.0.0.5.37937 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 27681995, win 29200, options [mss 1460,sackOK,TS val 21110458 ecr 0,nop,wscale 7], length 0
19:54:40.381534 IP 10.0.0.5.37938 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4242301334, win 29200, options [mss 1460,sackOK,TS val 21110498 ecr 0,nop,wscale 7], length 0
19:54:40.531990 IP 10.0.0.5.37939 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3547454207, win 29200, options [mss 1460,sackOK,TS val 21110536 ecr 0,nop,wscale 7], length 0
19:54:40.696134 IP 10.0.0.5.37940 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3447678879, win 29200, options [mss 1460,sackOK,TS val 21110577 ecr 0,nop,wscale 7], length 0
19:54:40.866187 IP 10.0.0.5.37941 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2029931152, win 29200, options [mss 1460,sackOK,TS val 21110619 ecr 0,nop,wscale 7], length 0
19:54:41.020401 IP 10.0.0.5.37942 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 505327526, win 29200, options [mss 1460,sackOK,TS val 21110658 ecr 0,nop,wscale 7], length 0
19:54:41.171626 IP 10.0.0.5.37943 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2396045585, win 29200, options [mss 1460,sackOK,TS val 21110696 ecr 0,nop,wscale 7], length 0
19:54:41.324598 IP 10.0.0.5.37944 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2628594481, win 29200, options [mss 1460,sackOK,TS val 21110734 ecr 0,nop,wscale 7], length 0
19:54:41.475023 IP 10.0.0.5.37946 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3004723084, win 29200, options [mss 1460,sackOK,TS val 21110772 ecr 0,nop,wscale 7], length 0
19:54:41.624413 IP 10.0.0.5.37947 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2996380398, win 29200, options [mss 1460,sackOK,TS val 21110809 ecr 0,nop,wscale 7], length 0
19:54:41.773708 IP 10.0.0.5.37948 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1934238970, win 29200, options [mss 1460,sackOK,TS val 21110846 ecr 0,nop,wscale 7], length 0
19:54:41.923948 IP 10.0.0.5.37949 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1605806221, win 29200, options [mss 1460,sackOK,TS val 21110884 ecr 0,nop,wscale 7], length 0
19:54:42.080643 IP 10.0.0.5.37950 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3568307428, win 29200, options [mss 1460,sackOK,TS val 21110923 ecr 0,nop,wscale 7], length 0
19:54:42.233387 IP 10.0.0.5.37951 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3836779509, win 29200, options [mss 1460,sackOK,TS val 21110961 ecr 0,nop,wscale 7], length 0
19:54:42.386163 IP 10.0.0.5.37952 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1337619698, win 29200, options [mss 1460,sackOK,TS val 21110999 ecr 0,nop,wscale 7], length 0
19:54:42.536648 IP 10.0.0.5.37953 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3411568945, win 29200, options [mss 1460,sackOK,TS val 21111037 ecr 0,nop,wscale 7], length 0
19:54:42.686550 IP 10.0.0.5.37954 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1720739493, win 29200, options [mss 1460,sackOK,TS val 21111074 ecr 0,nop,wscale 7], length 0
19:54:42.835404 IP 10.0.0.5.37955 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3165573950, win 29200, options [mss 1460,sackOK,TS val 21111112 ecr 0,nop,wscale 7], length 0
19:54:42.988913 IP 10.0.0.5.37956 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4167590549, win 29200, options [mss 1460,sackOK,TS val 21111150 ecr 0,nop,wscale 7], length 0
19:54:43.139463 IP 10.0.0.5.37957 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2704919469, win 29200, options [mss 1460,sackOK,TS val 21111188 ecr 0,nop,wscale 7], length 0
19:54:43.304263 IP 10.0.0.5.37958 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1259765602, win 29200, options [mss 1460,sackOK,TS val 21111229 ecr 0,nop,wscale 7], length 0
19:54:43.472281 IP 10.0.0.5.37959 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1084808179, win 29200, options [mss 1460,sackOK,TS val 21111271 ecr 0,nop,wscale 7], length 0
19:54:43.638306 IP 10.0.0.5.37960 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2992480797, win 29200, options [mss 1460,sackOK,TS val 21111312 ecr 0,nop,wscale 7], length 0
19:54:43.788719 IP 10.0.0.5.37961 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4201190070, win 29200, options [mss 1460,sackOK,TS val 21111350 ecr 0,nop,wscale 7], length 0
19:54:43.938690 IP 10.0.0.5.37962 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2384809548, win 29200, options [mss 1460,sackOK,TS val 21111387 ecr 0,nop,wscale 7], length 0
19:54:44.093720 IP 10.0.0.5.37963 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3394974817, win 29200, options [mss 1460,sackOK,TS val 21111426 ecr 0,nop,wscale 7], length 0
19:54:44.242922 IP 10.0.0.5.37964 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2049997006, win 29200, options [mss 1460,sackOK,TS val 21111464 ecr 0,nop,wscale 7], length 0
19:54:44.395054 IP 10.0.0.5.37965 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2147347698, win 29200, options [mss 1460,sackOK,TS val 21111502 ecr 0,nop,wscale 7], length 0
19:54:44.550574 IP 10.0.0.5.37966 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2789482321, win 29200, options [mss 1460,sackOK,TS val 21111540 ecr 0,nop,wscale 7], length 0
19:54:44.709010 IP 10.0.0.5.37967 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1312254855, win 29200, options [mss 1460,sackOK,TS val 21111580 ecr 0,nop,wscale 7], length 0
19:54:44.860485 IP 10.0.0.5.37968 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2557145123, win 29200, options [mss 1460,sackOK,TS val 21111618 ecr 0,nop,wscale 7], length 0
19:54:45.011851 IP 10.0.0.5.37969 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1019185180, win 29200, options [mss 1460,sackOK,TS val 21111656 ecr 0,nop,wscale 7], length 0
19:54:45.162572 IP 10.0.0.5.37970 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 151261894, win 29200, options [mss 1460,sackOK,TS val 21111693 ecr 0,nop,wscale 7], length 0
19:54:45.313607 IP 10.0.0.5.37971 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1010597042, win 29200, options [mss 1460,sackOK,TS val 21111731 ecr 0,nop,wscale 7], length 0
19:54:45.466130 IP 10.0.0.5.37972 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1173502933, win 29200, options [mss 1460,sackOK,TS val 21111769 ecr 0,nop,wscale 7], length 0
19:54:45.616506 IP 10.0.0.5.37973 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2886862225, win 29200, options [mss 1460,sackOK,TS val 21111807 ecr 0,nop,wscale 7], length 0
19:54:45.781784 IP 10.0.0.5.37974 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 624570578, win 29200, options [mss 1460,sackOK,TS val 21111848 ecr 0,nop,wscale 7], length 0
19:54:45.932539 IP 10.0.0.5.37975 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3652834082, win 29200, options [mss 1460,sackOK,TS val 21111886 ecr 0,nop,wscale 7], length 0
19:54:46.084507 IP 10.0.0.5.37976 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 571902154, win 29200, options [mss 1460,sackOK,TS val 21111924 ecr 0,nop,wscale 7], length 0
19:54:46.250397 IP 10.0.0.5.37977 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 980926158, win 29200, options [mss 1460,sackOK,TS val 21111965 ecr 0,nop,wscale 7], length 0
19:54:46.403579 IP 10.0.0.5.37978 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 769078615, win 29200, options [mss 1460,sackOK,TS val 21112004 ecr 0,nop,wscale 7], length 0
19:54:46.554330 IP 10.0.0.5.37979 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1583787408, win 29200, options [mss 1460,sackOK,TS val 21112041 ecr 0,nop,wscale 7], length 0
19:54:46.717760 IP 10.0.0.5.37980 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2496318526, win 29200, options [mss 1460,sackOK,TS val 21112082 ecr 0,nop,wscale 7], length 0
19:54:46.868400 IP 10.0.0.5.37981 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3634922408, win 29200, options [mss 1460,sackOK,TS val 21112120 ecr 0,nop,wscale 7], length 0
19:54:47.019824 IP 10.0.0.5.37982 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1198029093, win 29200, options [mss 1460,sackOK,TS val 21112158 ecr 0,nop,wscale 7], length 0
19:54:47.171166 IP 10.0.0.5.37983 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 644583071, win 29200, options [mss 1460,sackOK,TS val 21112196 ecr 0,nop,wscale 7], length 0
19:54:47.323382 IP 10.0.0.5.37984 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3174375953, win 29200, options [mss 1460,sackOK,TS val 21112234 ecr 0,nop,wscale 7], length 0
19:54:47.474803 IP 10.0.0.5.37985 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3184232058, win 29200, options [mss 1460,sackOK,TS val 21112271 ecr 0,nop,wscale 7], length 0
19:54:47.626386 IP 10.0.0.5.37986 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4244281788, win 29200, options [mss 1460,sackOK,TS val 21112309 ecr 0,nop,wscale 7], length 0
19:54:47.778043 IP 10.0.0.5.37987 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2450918596, win 29200, options [mss 1460,sackOK,TS val 21112347 ecr 0,nop,wscale 7], length 0
19:54:47.948527 IP 10.0.0.5.37988 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1964531372, win 29200, options [mss 1460,sackOK,TS val 21112390 ecr 0,nop,wscale 7], length 0
19:54:48.111544 IP 10.0.0.5.37989 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 658724773, win 29200, options [mss 1460,sackOK,TS val 21112431 ecr 0,nop,wscale 7], length 0
19:54:48.278713 IP 10.0.0.5.37990 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1959662330, win 29200, options [mss 1460,sackOK,TS val 21112472 ecr 0,nop,wscale 7], length 0
19:54:48.457389 IP 10.0.0.5.37991 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1650123641, win 29200, options [mss 1460,sackOK,TS val 21112517 ecr 0,nop,wscale 7], length 0
19:54:48.626440 IP 10.0.0.5.37992 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4158457692, win 29200, options [mss 1460,sackOK,TS val 21112559 ecr 0,nop,wscale 7], length 0
19:54:48.778213 IP 10.0.0.5.37993 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 498102086, win 29200, options [mss 1460,sackOK,TS val 21112597 ecr 0,nop,wscale 7], length 0
19:54:48.929254 IP 10.0.0.5.37994 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2392164632, win 29200, options [mss 1460,sackOK,TS val 21112635 ecr 0,nop,wscale 7], length 0
19:54:49.094271 IP 10.0.0.5.37995 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4030518610, win 29200, options [mss 1460,sackOK,TS val 21112676 ecr 0,nop,wscale 7], length 0
19:54:49.245137 IP 10.0.0.5.37996 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3115007768, win 29200, options [mss 1460,sackOK,TS val 21112714 ecr 0,nop,wscale 7], length 0
19:54:49.424089 IP 10.0.0.5.37997 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1428312512, win 29200, options [mss 1460,sackOK,TS val 21112759 ecr 0,nop,wscale 7], length 0
19:54:49.575618 IP 10.0.0.5.37998 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4129798274, win 29200, options [mss 1460,sackOK,TS val 21112797 ecr 0,nop,wscale 7], length 0
19:54:49.742234 IP 10.0.0.5.37999 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1868770875, win 29200, options [mss 1460,sackOK,TS val 21112838 ecr 0,nop,wscale 7], length 0
19:54:49.892624 IP 10.0.0.5.38000 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2215165006, win 29200, options [mss 1460,sackOK,TS val 21112876 ecr 0,nop,wscale 7], length 0
19:54:50.042650 IP 10.0.0.5.38001 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2697434808, win 29200, options [mss 1460,sackOK,TS val 21112913 ecr 0,nop,wscale 7], length 0
19:54:50.193526 IP 10.0.0.5.38002 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4233747636, win 29200, options [mss 1460,sackOK,TS val 21112951 ecr 0,nop,wscale 7], length 0
19:54:50.343378 IP 10.0.0.5.38003 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1388728309, win 29200, options [mss 1460,sackOK,TS val 21112989 ecr 0,nop,wscale 7], length 0
19:54:50.492892 IP 10.0.0.5.38004 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3510359536, win 29200, options [mss 1460,sackOK,TS val 21113026 ecr 0,nop,wscale 7], length 0
19:54:50.643599 IP 10.0.0.5.38005 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 901968084, win 29200, options [mss 1460,sackOK,TS val 21113064 ecr 0,nop,wscale 7], length 0
19:54:50.815541 IP 10.0.0.5.38006 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2867204046, win 29200, options [mss 1460,sackOK,TS val 21113107 ecr 0,nop,wscale 7], length 0
19:54:50.976827 IP 10.0.0.5.38007 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 878020126, win 29200, options [mss 1460,sackOK,TS val 21113147 ecr 0,nop,wscale 7], length 0
19:54:51.128260 IP 10.0.0.5.38008 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1539148436, win 29200, options [mss 1460,sackOK,TS val 21113185 ecr 0,nop,wscale 7], length 0
